date,daypart,station,total_avails,booked,remaining
2025-01-25,DT,KULR-TV,4,3,1
2025-01-26,DT,KULR-TV,3,1,2
2025-01-27,DT,KULR-TV,3,1,2
2025-01-28,DT,KULR-TV,4,2,2
2025-01-29,DT,KULR-TV,6,3,3
2025-01-30,DT,KULR-TV,1,0,1
2025-01-31,DT,KULR-TV,5,4,1
2025-02-01,DT,KULR-TV,4,3,1
2025-02-02,DT,KULR-TV,3,0,3
2025-02-03,DT,KULR-TV,6,4,2
2025-02-04,DT,KULR-TV,2,2,0
2025-02-05,DT,KULR-TV,3,2,1
2025-02-06,DT,KULR-TV,4,1,3
2025-02-07,DT,KULR-TV,1,1,0
2025-02-08,DT,KULR-TV,3,2,1
2025-02-09,DT,KULR-TV,4,2,2
2025-02-10,DT,KULR-TV,3,1,2
2025-02-11,DT,KULR-TV,2,0,2
2025-02-12,DT,KULR-TV,1,1,0
2025-02-13,DT,KULR-TV,5,3,2
2025-02-14,DT,KULR-TV,3,2,1
2025-02-15,DT,KULR-TV,3,1,2
2025-02-16,DT,KULR-TV,4,2,2
2025-02-17,DT,KULR-TV,4,1,3
2025-02-18,DT,KULR-TV,3,2,1
2025-02-19,DT,KULR-TV,3,3,0
2025-02-20,DT,KULR-TV,4,3,1
2025-02-21,DT,KULR-TV,5,2,3
2025-02-22,DT,KULR-TV,4,2,2
2025-02-23,DT,KULR-TV,5,3,2
2025-02-24,DT,KULR-TV,5,3,2
2025-02-25,DT,KULR-TV,4,3,1
2025-02-26,DT,KULR-TV,4,2,2
2025-02-27,DT,KULR-TV,6,3,3
2025-02-28,DT,KULR-TV,4,2,2
2025-03-01,DT,KULR-TV,2,2,0
2025-03-02,DT,KULR-TV,2,0,2
2025-03-03,DT,KULR-TV,0,0,0
2025-03-04,DT,KULR-TV,4,2,2
2025-03-05,DT,KULR-TV,3,0,3
2025-03-06,DT,KULR-TV,8,6,2
2025-03-07,DT,KULR-TV,6,3,3
2025-03-08,DT,KULR-TV,1,0,1
2025-03-09,DT,KULR-TV,6,5,1
2025-03-10,DT,KULR-TV,2,2,0
2025-03-11,DT,KULR-TV,2,0,2
2025-03-12,DT,KULR-TV,5,2,3
2025-03-13,DT,KULR-TV,5,2,3
2025-03-14,DT,KULR-TV,2,1,1
2025-03-15,DT,KULR-TV,5,3,2
2025-03-16,DT,KULR-TV,0,0,0
2025-03-17,DT,KULR-TV,4,1,3
2025-03-18,DT,KULR-TV,5,4,1
2025-03-19,DT,KULR-TV,6,3,3
2025-03-20,DT,KULR-TV,4,2,2
2025-03-21,DT,KULR-TV,3,2,1
2025-03-22,DT,KULR-TV,4,1,3
2025-03-23,DT,KULR-TV,4,2,2
2025-03-24,DT,KULR-TV,4,1,3
2025-03-25,DT,KULR-TV,2,2,0
2025-03-26,DT,KULR-TV,4,2,2
2025-03-27,DT,KULR-TV,4,2,2
2025-03-28,DT,KULR-TV,1,0,1
2025-03-29,DT,KULR-TV,2,1,1
2025-03-30,DT,KULR-TV,4,4,0
2025-03-31,DT,KULR-TV,3,0,3
2024-01-01,EF,KULR-TV,1,0,1
2024-01-02,EF,KULR-TV,1,0,1
2024-01-03,EF,KULR-TV,1,1,0
2024-01-04,EF,KULR-TV,2,1,1
2024-01-05,EF,KULR-TV,0,0,0
2024-01-06,EF,KULR-TV,3,3,0
2024-01-07,EF,KULR-TV,1,0,1
2024-01-08,EF,KULR-TV,2,2,0
2024-01-09,EF,KULR-TV,1,0,1
2024-01-10,EF,KULR-TV,4,4,0
2024-01-11,EF,KULR-TV,2,1,1
2024-01-12,EF,KULR-TV,1,1,0
2024-01-13,EF,KULR-TV,2,1,1
2024-01-14,EF,KULR-TV,0,0,0
2024-01-15,EF,KULR-TV,2,1,1
2024-01-16,EF,KULR-TV,1,0,1
2024-01-17,EF,KULR-TV,0,0,0
2024-01-18,EF,KULR-TV,1,0,1
2024-01-19,EF,KULR-TV,0,0,0
2024-01-20,EF,KULR-TV,1,0,1
2024-01-21,EF,KULR-TV,2,1,1
2024-01-22,EF,KULR-TV,2,1,1
2024-01-23,EF,KULR-TV,1,0,1
2024-01-24,EF,KULR-TV,4,3,1
2024-01-25,EF,KULR-TV,1,0,1
2024-01-26,EF,KULR-TV,3,3,0
2024-01-27,EF,KULR-TV,2,2,0
2024-01-28,EF,KULR-TV,3,2,1
2024-01-29,EF,KULR-TV,1,1,0
2024-01-30,EF,KULR-TV,0,0,0
2024-01-31,EF,KULR-TV,1,1,0
2024-02-01,EF,KULR-TV,1,0,1
2024-02-02,EF,KULR-TV,0,0,0
2024-02-03,EF,KULR-TV,3,2,1
2024-02-04,EF,KULR-TV,1,1,0
2024-02-05,EF,KULR-TV,0,0,0
2024-02-06,EF,KULR-TV,3,2,1
2024-02-07,EF,KULR-TV,0,0,0
2024-02-08,EF,KULR-TV,1,0,1
2024-02-09,EF,KULR-TV,2,1,1
2024-02-10,EF,KULR-TV,1,1,0
2024-02-11,EF,KULR-TV,0,0,0
2024-02-12,EF,KULR-TV,1,0,1
2024-02-13,EF,KULR-TV,2,1,1
2024-02-14,EF,KULR-TV,1,0,1
2024-02-15,EF,KULR-TV,2,2,0
2024-02-16,EF,KULR-TV,1,0,1
2024-02-17,EF,KULR-TV,2,1,1
2024-02-18,EF,KULR-TV,1,0,1
2024-02-19,EF,KULR-TV,1,0,1
2024-02-20,EF,KULR-TV,2,1,1
2024-02-21,EF,KULR-TV,2,1,1
2024-02-22,EF,KULR-TV,1,0,1
2024-02-23,EF,KULR-TV,0,0,0
2024-02-24,EF,KULR-TV,0,0,0
2024-02-25,EF,KULR-TV,1,0,1
2024-02-26,EF,KULR-TV,1,0,1
2024-02-27,EF,KULR-TV,1,0,1
2024-02-28,EF,KULR-TV,1,0,1
2024-02-29,EF,KULR-TV,1,0,1
2024-03-01,EF,KULR-TV,0,0,0
2024-03-02,EF,KULR-TV,2,1,1
2024-03-03,EF,KULR-TV,0,0,0
2024-03-04,EF,KULR-TV,0,0,0
2024-03-05,EF,KULR-TV,1,1,0
2024-03-06,EF,KULR-TV,1,0,1
2024-03-07,EF,KULR-TV,1,0,1
2024-03-08,EF,KULR-TV,2,1,1
2024-03-09,EF,KULR-TV,0,0,0
2024-03-10,EF,KULR-TV,1,0,1
2024-03-11,EF,KULR-TV,1,0,1
2024-03-12,EF,KULR-TV,0,0,0
2024-03-13,EF,KULR-TV,2,2,0
2024-03-14,EF,KULR-TV,0,0,0
2024-03-15,EF,KULR-TV,0,0,0
2024-03-16,EF,KULR-TV,0,0,0
2024-03-17,EF,KULR-TV,2,1,1
2024-03-18,EF,KULR-TV,0,0,0
2024-03-19,EF,KULR-TV,0,0,0
2024-03-20,EF,KULR-TV,2,2,0
2024-03-21,EF,KULR-TV,0,0,0
2024-03-22,EF,KULR-TV,2,2,0
2024-03-23,EF,KULR-TV,1,0,1
2024-03-24,EF,KULR-TV,2,1,1
2024-03-25,EF,KULR-TV,1,0,1
2024-03-26,EF,KULR-TV,2,1,1
2024-03-27,EF,KULR-TV,2,2,0
2024-03-28,EF,KULR-TV,1,0,1
2024-03-29,EF,KULR-TV,2,1,1
2024-03-30,EF,KULR-TV,0,0,0
2024-03-31,EF,KULR-TV,1,0,1
2024-04-01,EF,KULR-TV,0,0,0
2024-04-02,EF,KULR-TV,1,0,1
2024-04-03,EF,KULR-TV,0,0,0
2024-04-04,EF,KULR-TV,1,0,1
2024-04-05,EF,KULR-TV,1,1,0
2024-04-06,EF,KULR-TV,1,0,1
2024-04-07,EF,KULR-TV,0,0,0
2024-04-08,EF,KULR-TV,1,1,0
2024-04-09,EF,KULR-TV,1,0,1
2024-04-10,EF,KULR-TV,1,1,0
2024-04-11,EF,KULR-TV,0,0,0
2024-04-12,EF,KULR-TV,1,1,0
2024-04-13,EF,KULR-TV,0,0,0
2024-04-14,EF,KULR-TV,0,0,0
2024-04-15,EF,KULR-TV,1,1,0
2024-04-16,EF,KULR-TV,0,0,0
2024-04-17,EF,KULR-TV,0,0,0
2024-04-18,EF,KULR-TV,0,0,0
2024-04-19,EF,KULR-TV,0,0,0
2024-04-20,EF,KULR-TV,2,1,1
2024-04-21,EF,KULR-TV,1,1,0
2024-04-22,EF,KULR-TV,0,0,0
2024-04-23,EF,KULR-TV,1,0,1
2024-04-24,EF,KULR-TV,2,1,1
2024-04-25,EF,KULR-TV,0,0,0
2024-04-26,EF,KULR-TV,2,2,0
2024-04-27,EF,KULR-TV,2,2,0
2024-04-28,EF,KULR-TV,0,0,0
2024-04-29,EF,KULR-TV,0,0,0
2024-04-30,EF,KULR-TV,1,0,1
2024-05-01,EF,KULR-TV,2,2,0
2024-05-02,EF,KULR-TV,1,0,1
2024-05-03,EF,KULR-TV,1,0,1
2024-05-04,EF,KULR-TV,2,2,0
2024-05-05,EF,KULR-TV,1,0,1
2024-05-06,EF,KULR-TV,2,1,1
2024-05-07,EF,KULR-TV,1,1,0
2024-05-08,EF,KULR-TV,0,0,0
2024-05-09,EF,KULR-TV,3,2,1
2024-05-10,EF,KULR-TV,2,1,1
2024-05-11,EF,KULR-TV,2,1,1
2024-05-12,EF,KULR-TV,2,2,0
2024-05-13,EF,KULR-TV,2,2,0
2024-05-14,EF,KULR-TV,1,0,1
2024-05-15,EF,KULR-TV,2,2,0
2024-05-16,EF,KULR-TV,0,0,0
2024-05-17,EF,KULR-TV,0,0,0
2024-05-18,EF,KULR-TV,2,1,1
2024-05-19,EF,KULR-TV,1,0,1
2024-05-20,EF,KULR-TV,1,1,0
2024-05-21,EF,KULR-TV,0,0,0
2024-05-22,EF,KULR-TV,3,2,1
2024-05-23,EF,KULR-TV,1,1,0
2024-05-24,EF,KULR-TV,1,0,1
2024-05-25,EF,KULR-TV,1,0,1
2024-05-26,EF,KULR-TV,3,2,1
2024-05-27,EF,KULR-TV,2,1,1
2024-05-28,EF,KULR-TV,1,1,0
2024-05-29,EF,KULR-TV,3,3,0
2024-05-30,EF,KULR-TV,1,1,0
2024-05-31,EF,KULR-TV,1,1,0
2024-06-01,EF,KULR-TV,0,0,0
2024-06-02,EF,KULR-TV,1,1,0
2024-06-03,EF,KULR-TV,0,0,0
2024-06-04,EF,KULR-TV,0,0,0
2024-06-05,EF,KULR-TV,2,1,1
2024-06-06,EF,KULR-TV,0,0,0
2024-06-07,EF,KULR-TV,1,1,0
2024-06-08,EF,KULR-TV,0,0,0
2024-06-09,EF,KULR-TV,2,2,0
2024-06-10,EF,KULR-TV,1,0,1
2024-06-11,EF,KULR-TV,4,3,1
2024-06-12,EF,KULR-TV,1,1,0
2024-06-13,EF,KULR-TV,2,1,1
2024-06-14,EF,KULR-TV,1,0,1
2024-06-15,EF,KULR-TV,2,1,1
2024-06-16,EF,KULR-TV,2,1,1
2024-06-17,EF,KULR-TV,1,0,1
2024-06-18,EF,KULR-TV,2,1,1
2024-06-19,EF,KULR-TV,1,1,0
2024-06-20,EF,KULR-TV,0,0,0
2024-06-21,EF,KULR-TV,1,0,1
2024-06-22,EF,KULR-TV,0,0,0
2024-06-23,EF,KULR-TV,1,0,1
2024-06-24,EF,KULR-TV,0,0,0
2024-06-25,EF,KULR-TV,0,0,0
2024-06-26,EF,KULR-TV,1,0,1
2024-06-27,EF,KULR-TV,2,2,0
2024-06-28,EF,KULR-TV,1,1,0
2024-06-29,EF,KULR-TV,1,1,0
2024-06-30,EF,KULR-TV,0,0,0
2024-07-01,EF,KULR-TV,2,2,0
2024-07-02,EF,KULR-TV,2,1,1
2024-07-03,EF,KULR-TV,1,0,1
2024-07-04,EF,KULR-TV,2,1,1
2024-07-05,EF,KULR-TV,0,0,0
2024-07-06,EF,KULR-TV,1,1,0
2024-07-07,EF,KULR-TV,1,0,1
2024-07-08,EF,KULR-TV,0,0,0
2024-07-09,EF,KULR-TV,1,1,0
2024-07-10,EF,KULR-TV,1,1,0
2024-07-11,EF,KULR-TV,0,0,0
2024-07-12,EF,KULR-TV,0,0,0
2024-07-13,EF,KULR-TV,1,0,1
2024-07-14,EF,KULR-TV,1,1,0
2024-07-15,EF,KULR-TV,0,0,0
2024-07-16,EF,KULR-TV,0,0,0
2024-07-17,EF,KULR-TV,0,0,0
2024-07-18,EF,KULR-TV,0,0,0
2024-07-19,EF,KULR-TV,0,0,0
2024-07-20,EF,KULR-TV,1,0,1
2024-07-21,EF,KULR-TV,1,1,0
2024-07-22,EF,KULR-TV,2,1,1
2024-07-23,EF,KULR-TV,2,1,1
2024-07-24,EF,KULR-TV,1,0,1
2024-07-25,EF,KULR-TV,1,0,1
2024-07-26,EF,KULR-TV,0,0,0
2024-07-27,EF,KULR-TV,2,1,1
2024-07-28,EF,KULR-TV,0,0,0
2024-07-29,EF,KULR-TV,1,0,1
2024-07-30,EF,KULR-TV,1,1,0
2024-07-31,EF,KULR-TV,0,0,0
2024-08-01,EF,KULR-TV,1,0,1
2024-08-02,EF,KULR-TV,2,1,1
2024-08-03,EF,KULR-TV,0,0,0
2024-08-04,EF,KULR-TV,1,1,0
2024-08-05,EF,KULR-TV,0,0,0
2024-08-06,EF,KULR-TV,1,0,1
2024-08-07,EF,KULR-TV,0,0,0
2024-08-08,EF,KULR-TV,1,1,0
2024-08-09,EF,KULR-TV,1,0,1
2024-08-10,EF,KULR-TV,0,0,0
2024-08-11,EF,KULR-TV,0,0,0
2024-08-12,EF,KULR-TV,1,0,1
2024-08-13,EF,KULR-TV,2,1,1
2024-08-14,EF,KULR-TV,2,1,1
2024-08-15,EF,KULR-TV,0,0,0
2024-08-16,EF,KULR-TV,0,0,0
2024-08-17,EF,KULR-TV,1,0,1
2024-08-18,EF,KULR-TV,3,2,1
2024-08-19,EF,KULR-TV,4,4,0
2024-08-20,EF,KULR-TV,2,2,0
2024-08-21,EF,KULR-TV,2,1,1
2024-08-22,EF,KULR-TV,0,0,0
2024-08-23,EF,KULR-TV,1,0,1
2024-08-24,EF,KULR-TV,0,0,0
2024-08-25,EF,KULR-TV,0,0,0
2024-08-26,EF,KULR-TV,1,0,1
2024-08-27,EF,KULR-TV,3,2,1
2024-08-28,EF,KULR-TV,1,0,1
2024-08-29,EF,KULR-TV,1,1,0
2024-08-30,EF,KULR-TV,0,0,0
2024-08-31,EF,KULR-TV,1,0,1
2024-09-01,EF,KULR-TV,1,0,1
2024-09-02,EF,KULR-TV,0,0,0
2024-09-03,EF,KULR-TV,1,1,0
2024-09-04,EF,KULR-TV,1,1,0
2024-09-05,EF,KULR-TV,3,2,1
2024-09-06,EF,KULR-TV,2,2,0
2024-09-07,EF,KULR-TV,2,2,0
2024-09-08,EF,KULR-TV,1,0,1
2024-09-09,EF,KULR-TV,1,0,1
2024-09-10,EF,KULR-TV,0,0,0
2024-09-11,EF,KULR-TV,3,2,1
2024-09-12,EF,KULR-TV,1,0,1
2024-09-13,EF,KULR-TV,3,2,1
2024-09-14,EF,KULR-TV,2,2,0
2024-09-15,EF,KULR-TV,1,0,1
2024-09-16,EF,KULR-TV,1,0,1
2024-09-17,EF,KULR-TV,3,2,1
2024-09-18,EF,KULR-TV,1,1,0
2024-09-19,EF,KULR-TV,1,0,1
2024-09-20,EF,KULR-TV,0,0,0
2024-09-21,EF,KULR-TV,0,0,0
2024-09-22,EF,KULR-TV,0,0,0
2024-09-23,EF,KULR-TV,1,0,1
2024-09-24,EF,KULR-TV,2,1,1
2024-09-25,EF,KULR-TV,3,2,1
2024-09-26,EF,KULR-TV,1,0,1
2024-09-27,EF,KULR-TV,2,2,0
2024-09-28,EF,KULR-TV,0,0,0
2024-09-29,EF,KULR-TV,0,0,0
2024-09-30,EF,KULR-TV,2,1,1
2024-10-01,EF,KULR-TV,2,1,1
2024-10-02,EF,KULR-TV,2,1,1
2024-10-03,EF,KULR-TV,0,0,0
2024-10-04,EF,KULR-TV,2,1,1
2024-10-05,EF,KULR-TV,0,0,0
2024-10-06,EF,KULR-TV,0,0,0
2024-10-07,EF,KULR-TV,3,2,1
2024-10-08,EF,KULR-TV,2,1,1
2024-10-09,EF,KULR-TV,1,0,1
2024-10-10,EF,KULR-TV,0,0,0
2024-10-11,EF,KULR-TV,0,0,0
2024-10-12,EF,KULR-TV,1,0,1
2024-10-13,EF,KULR-TV,1,1,0
2024-10-14,EF,KULR-TV,0,0,0
2024-10-15,EF,KULR-TV,1,0,1
2024-10-16,EF,KULR-TV,2,2,0
2024-10-17,EF,KULR-TV,1,0,1
2024-10-18,EF,KULR-TV,2,1,1
2024-10-19,EF,KULR-TV,1,1,0
2024-10-20,EF,KULR-TV,1,1,0
2024-10-21,EF,KULR-TV,2,2,0
2024-10-22,EF,KULR-TV,3,2,1
2024-10-23,EF,KULR-TV,1,1,0
2024-10-24,EF,KULR-TV,2,1,1
2024-10-25,EF,KULR-TV,0,0,0
2024-10-26,EF,KULR-TV,1,0,1
2024-10-27,EF,KULR-TV,1,1,0
2024-10-28,EF,KULR-TV,0,0,0
2024-10-29,EF,KULR-TV,4,3,1
2024-10-30,EF,KULR-TV,1,1,0
2024-10-31,EF,KULR-TV,2,2,0
2024-11-01,EF,KULR-TV,4,3,1
2024-11-02,EF,KULR-TV,1,0,1
2024-11-03,EF,KULR-TV,1,1,0
2024-11-04,EF,KULR-TV,1,0,1
2024-11-05,EF,KULR-TV,1,1,0
2024-11-06,EF,KULR-TV,1,0,1
2024-11-07,EF,KULR-TV,2,2,0
2024-11-08,EF,KULR-TV,1,0,1
2024-11-09,EF,KULR-TV,0,0,0
2024-11-10,EF,KULR-TV,1,0,1
2024-11-11,EF,KULR-TV,1,0,1
2024-11-12,EF,KULR-TV,2,1,1
2024-11-13,EF,KULR-TV,2,2,0
2024-11-14,EF,KULR-TV,1,0,1
2024-11-15,EF,KULR-TV,1,0,1
2024-11-16,EF,KULR-TV,2,2,0
2024-11-17,EF,KULR-TV,1,0,1
2024-11-18,EF,KULR-TV,2,2,0
2024-11-19,EF,KULR-TV,2,1,1
2024-11-20,EF,KULR-TV,2,2,0
2024-11-21,EF,KULR-TV,0,0,0
2024-11-22,EF,KULR-TV,0,0,0
2024-11-23,EF,KULR-TV,2,2,0
2024-11-24,EF,KULR-TV,2,2,0
2024-11-25,EF,KULR-TV,1,0,1
2024-11-26,EF,KULR-TV,1,1,0
2024-11-27,EF,KULR-TV,1,0,1
2024-11-28,EF,KULR-TV,1,1,0
2024-11-29,EF,KULR-TV,1,1,0
2024-11-30,EF,KULR-TV,1,1,0
2024-12-01,EF,KULR-TV,0,0,0
2024-12-02,EF,KULR-TV,2,2,0
2024-12-03,EF,KULR-TV,0,0,0
2024-12-04,EF,KULR-TV,0,0,0
2024-12-05,EF,KULR-TV,1,1,0
2024-12-06,EF,KULR-TV,1,0,1
2024-12-07,EF,KULR-TV,1,1,0
2024-12-08,EF,KULR-TV,1,0,1
2024-12-09,EF,KULR-TV,1,1,0
2024-12-10,EF,KULR-TV,0,0,0
2024-12-11,EF,KULR-TV,0,0,0
2024-12-12,EF,KULR-TV,2,1,1
2024-12-13,EF,KULR-TV,1,1,0
2024-12-14,EF,KULR-TV,1,0,1
2024-12-15,EF,KULR-TV,1,1,0
2024-12-16,EF,KULR-TV,1,0,1
2024-12-17,EF,KULR-TV,0,0,0
2024-12-18,EF,KULR-TV,3,3,0
2024-12-19,EF,KULR-TV,2,1,1
2024-12-20,EF,KULR-TV,1,0,1
2024-12-21,EF,KULR-TV,1,0,1
2024-12-22,EF,KULR-TV,0,0,0
2024-12-23,EF,KULR-TV,2,1,1
2024-12-24,EF,KULR-TV,0,0,0
2024-12-25,EF,KULR-TV,1,0,1
2024-12-26,EF,KULR-TV,3,2,1
2024-12-27,EF,KULR-TV,0,0,0
2024-12-28,EF,KULR-TV,2,1,1
2024-12-29,EF,KULR-TV,1,0,1
2024-12-30,EF,KULR-TV,2,1,1
2024-12-31,EF,KULR-TV,0,0,0
2025-01-01,EF,KULR-TV,1,1,0
2025-01-02,EF,KULR-TV,1,0,1
2025-01-03,EF,KULR-TV,0,0,0
2025-01-04,EF,KULR-TV,2,1,1
2025-01-05,EF,KULR-TV,2,1,1
2025-01-06,EF,KULR-TV,1,1,0
2025-01-07,EF,KULR-TV,1,0,1
2025-01-08,EF,KULR-TV,0,0,0
2025-01-09,EF,KULR-TV,1,1,0
2025-01-10,EF,KULR-TV,0,0,0
2025-01-11,EF,KULR-TV,1,0,1
2025-01-12,EF,KULR-TV,1,1,0
2025-01-13,EF,KULR-TV,1,1,0
2025-01-14,EF,KULR-TV,2,1,1
2025-01-15,EF,KULR-TV,1,0,1
2025-01-16,EF,KULR-TV,1,0,1
2025-01-17,EF,KULR-TV,0,0,0
2025-01-18,EF,KULR-TV,2,2,0
2025-01-19,EF,KULR-TV,1,1,0
2025-01-20,EF,KULR-TV,1,0,1
2025-01-21,EF,KULR-TV,0,0,0
2025-01-22,EF,KULR-TV,1,1,0
2025-01-23,EF,KULR-TV,0,0,0
2025-01-24,EF,KULR-TV,3,2,1
2025-01-25,EF,KULR-TV,1,0,1
2025-01-26,EF,KULR-TV,1,1,0
2025-01-27,EF,KULR-TV,1,0,1
2025-01-28,EF,KULR-TV,0,0,0
2025-01-29,EF,KULR-TV,2,2,0
2025-01-30,EF,KULR-TV,1,1,0
2025-01-31,EF,KULR-TV,1,0,1
2025-02-01,EF,KULR-TV,1,0,1
2025-02-02,EF,KULR-TV,1,0,1
2025-02-03,EF,KULR-TV,1,1,0
2025-02-04,EF,KULR-TV,3,3,0
2025-02-05,EF,KULR-TV,1,0,1
2025-02-06,EF,KULR-TV,2,2,0
2025-02-07,EF,KULR-TV,1,1,0
2025-02-08,EF,KULR-TV,2,2,0
2025-02-09,EF,KULR-TV,1,0,1
2025-02-10,EF,KULR-TV,1,1,0
2025-02-11,EF,KULR-TV,1,0,1
2025-02-12,EF,KULR-TV,1,1,0
2025-02-13,EF,KULR-TV,1,0,1
2025-02-14,EF,KULR-TV,2,1,1
2025-02-15,EF,KULR-TV,2,1,1
2025-02-16,EF,KULR-TV,1,0,1
2025-02-17,EF,KULR-TV,1,0,1
2025-02-18,EF,KULR-TV,1,1,0
2025-02-19,EF,KULR-TV,0,0,0
2025-02-20,EF,KULR-TV,0,0,0
2025-02-21,EF,KULR-TV,1,0,1
2025-02-22,EF,KULR-TV,0,0,0
2025-02-23,EF,KULR-TV,0,0,0
2025-02-24,EF,KULR-TV,2,2,0
2025-02-25,EF,KULR-TV,1,0,1
2025-02-26,EF,KULR-TV,4,3,1
2025-02-27,EF,KULR-TV,1,1,0
2025-02-28,EF,KULR-TV,1,1,0
2025-03-01,EF,KULR-TV,1,0,1
2025-03-02,EF,KULR-TV,0,0,0
2025-03-03,EF,KULR-TV,1,0,1
2025-03-04,EF,KULR-TV,0,0,0
2025-03-05,EF,KULR-TV,1,1,0
2025-03-06,EF,KULR-TV,0,0,0
2025-03-07,EF,KULR-TV,0,0,0
2025-03-08,EF,KULR-TV,4,4,0
2025-03-09,EF,KULR-TV,1,1,0
2025-03-10,EF,KULR-TV,2,1,1
2025-03-11,EF,KULR-TV,1,0,1
2025-03-12,EF,KULR-TV,3,3,0
2025-03-13,EF,KULR-TV,1,0,1
2025-03-14,EF,KULR-TV,1,0,1
2025-03-15,EF,KULR-TV,0,0,0
2025-03-16,EF,KULR-TV,0,0,0
2025-03-17,EF,KULR-TV,0,0,0
2025-03-18,EF,KULR-TV,0,0,0
2025-03-19,EF,KULR-TV,2,1,1
2025-03-20,EF,KULR-TV,2,1,1
2025-03-21,EF,KULR-TV,1,0,1
2025-03-22,EF,KULR-TV,3,2,1
2025-03-23,EF,KULR-TV,1,0,1
2025-03-24,EF,KULR-TV,1,0,1
2025-03-25,EF,KULR-TV,1,0,1
2025-03-26,EF,KULR-TV,3,2,1
2025-03-27,EF,KULR-TV,1,1,0
2025-03-28,EF,KULR-TV,1,0,1
2025-03-29,EF,KULR-TV,0,0,0
2025-03-30,EF,KULR-TV,2,1,1
2025-03-31,EF,KULR-TV,0,0,0
2024-01-01,EN,KULR-TV,2,1,1
2024-01-02,EN,KULR-TV,3,3,0
2024-01-03,EN,KULR-TV,1,0,1
2024-01-04,EN,KULR-TV,2,2,0
2024-01-05,EN,KULR-TV,0,0,0
2024-01-06,EN,KULR-TV,1,1,0
2024-01-07,EN,KULR-TV,3,2,1
2024-01-08,EN,KULR-TV,1,0,1
2024-01-09,EN,KULR-TV,2,1,1
2024-01-10,EN,KULR-TV,2,2,0
2024-01-11,EN,KULR-TV,0,0,0
2024-01-12,EN,KULR-TV,2,2,0
2024-01-13,EN,KULR-TV,3,3,0
2024-01-14,EN,KULR-TV,2,1,1
2024-01-15,EN,KULR-TV,4,3,1
2024-01-16,EN,KULR-TV,3,3,0
2024-01-17,EN,KULR-TV,1,1,0
2024-01-18,EN,KULR-TV,2,2,0
2024-01-19,EN,KULR-TV,2,2,0
2024-01-20,EN,KULR-TV,1,0,1
2024-01-21,EN,KULR-TV,3,3,0
2024-01-22,EN,KULR-TV,2,2,0
2024-01-23,EN,KULR-TV,2,1,1
2024-01-24,EN,KULR-TV,1,0,1
2024-01-25,EN,KULR-TV,2,2,0
2024-01-26,EN,KULR-TV,5,4,1
2024-01-27,EN,KULR-TV,2,1,1
2024-01-28,EN,KULR-TV,0,0,0
2024-01-29,EN,KULR-TV,2,1,1
2024-01-30,EN,KULR-TV,2,1,1
2024-01-31,EN,KULR-TV,3,2,1
2024-02-01,EN,KULR-TV,2,2,0
2024-02-02,EN,KULR-TV,1,1,0
2024-02-03,EN,KULR-TV,1,0,1
2024-02-04,EN,KULR-TV,4,4,0
2024-02-05,EN,KULR-TV,4,3,1
2024-02-06,EN,KULR-TV,1,1,0
2024-02-07,EN,KULR-TV,1,0,1
2024-02-08,EN,KULR-TV,2,1,1
2024-02-09,EN,KULR-TV,3,2,1
2024-02-10,EN,KULR-TV,2,1,1
2024-02-11,EN,KULR-TV,1,0,1
2024-02-12,EN,KULR-TV,3,2,1
2024-02-13,EN,KULR-TV,2,1,1
2024-02-14,EN,KULR-TV,4,3,1
2024-02-15,EN,KULR-TV,2,1,1
2024-02-16,EN,KULR-TV,1,1,0
2024-02-17,EN,KULR-TV,0,0,0
2024-02-18,EN,KULR-TV,1,1,0
2024-02-19,EN,KULR-TV,2,1,1
2024-02-20,EN,KULR-TV,0,0,0
2024-02-21,EN,KULR-TV,0,0,0
2024-02-22,EN,KULR-TV,1,0,1
2024-02-23,EN,KULR-TV,2,2,0
2024-02-24,EN,KULR-TV,1,1,0
2024-02-25,EN,KULR-TV,1,1,0
2024-02-26,EN,KULR-TV,1,0,1
2024-02-27,EN,KULR-TV,1,0,1
2024-02-28,EN,KULR-TV,4,4,0
2024-02-29,EN,KULR-TV,2,2,0
2024-03-01,EN,KULR-TV,0,0,0
2024-03-02,EN,KULR-TV,2,1,1
2024-03-03,EN,KULR-TV,2,2,0
2024-03-04,EN,KULR-TV,3,3,0
2024-03-05,EN,KULR-TV,2,1,1
2024-03-06,EN,KULR-TV,2,2,0
2024-03-07,EN,KULR-TV,2,1,1
2024-03-08,EN,KULR-TV,3,2,1
2024-03-09,EN,KULR-TV,2,1,1
2024-03-10,EN,KULR-TV,3,3,0
2024-03-11,EN,KULR-TV,2,2,0
2024-03-12,EN,KULR-TV,1,1,0
2024-03-13,EN,KULR-TV,1,1,0
2024-03-14,EN,KULR-TV,3,2,1
2024-03-15,EN,KULR-TV,2,1,1
2024-03-16,EN,KULR-TV,2,1,1
2024-03-17,EN,KULR-TV,2,1,1
2024-03-18,EN,KULR-TV,3,3,0
2024-03-19,EN,KULR-TV,2,1,1
2024-03-20,EN,KULR-TV,0,0,0
2024-03-21,EN,KULR-TV,1,1,0
2024-03-22,EN,KULR-TV,1,0,1
2024-03-23,EN,KULR-TV,4,3,1
2024-03-24,EN,KULR-TV,3,3,0
2024-03-25,EN,KULR-TV,0,0,0
